0.00000000000000e+00,0.00000000000000e+00,6.00000000000000e+00
6.50000000000000e+01,8.45000000000000e+03,0.00000000000000e+00
8.00000000000000e+01,9.60000000000000e+03,4.00000000000000e+00
6.80000000000000e+01,1.12500000000000e+04,5.00000000000000e+00
6.00000000000000e+01,9.55000000000000e+03,4.00000000000000e+00
8.40000000000000e+01,1.42600000000000e+04,1.00000000000000e+00
8.50000000000000e+01,1.41150000000000e+04,1.00000000000000e+00
7.50000000000000e+01,1.00840000000000e+04,4.00000000000000e+00
0.00000000000000e+00,1.03820000000000e+04,4.00000000000000e+00
5.10000000000000e+01,6.12000000000000e+03,9.00000000000000e+00
5.00000000000000e+01,7.42000000000000e+03,0.00000000000000e+00
7.00000000000000e+01,1.12000000000000e+04,5.00000000000000e+00
8.50000000000000e+01,1.19240000000000e+04,5.00000000000000e+00
0.00000000000000e+00,1.29680000000000e+04,5.00000000000000e+00
9.10000000000000e+01,1.06520000000000e+04,4.00000000000000e+00
0.00000000000000e+00,1.09200000000000e+04,4.00000000000000e+00
5.10000000000000e+01,6.12000000000000e+03,9.00000000000000e+00
0.00000000000000e+00,1.12410000000000e+04,5.00000000000000e+00
7.20000000000000e+01,1.07910000000000e+04,4.00000000000000e+00
6.60000000000000e+01,1.36950000000000e+04,5.00000000000000e+00
7.00000000000000e+01,7.56000000000000e+03,0.00000000000000e+00
1.01000000000000e+02,1.42150000000000e+04,1.00000000000000e+00
5.70000000000000e+01,7.44900000000000e+03,0.00000000000000e+00
7.50000000000000e+01,9.74200000000000e+03,4.00000000000000e+00
4.40000000000000e+01,4.22400000000000e+03,9.00000000000000e+00
0.00000000000000e+00,8.24600000000000e+03,0.00000000000000e+00
1.10000000000000e+02,1.42300000000000e+04,1.00000000000000e+00
6.00000000000000e+01,7.20000000000000e+03,0.00000000000000e+00
9.80000000000000e+01,1.14780000000000e+04,5.00000000000000e+00
4.70000000000000e+01,1.63210000000000e+04,1.00000000000000e+00
6.00000000000000e+01,6.32400000000000e+03,9.00000000000000e+00
5.00000000000000e+01,8.50000000000000e+03,0.00000000000000e+00
0.00000000000000e+00,8.54400000000000e+03,0.00000000000000e+00
8.50000000000000e+01,1.10490000000000e+04,4.00000000000000e+00
7.00000000000000e+01,1.05520000000000e+04,4.00000000000000e+00
6.00000000000000e+01,7.31300000000000e+03,0.00000000000000e+00
1.08000000000000e+02,1.34180000000000e+04,5.00000000000000e+00
1.12000000000000e+02,1.08590000000000e+04,4.00000000000000e+00
7.40000000000000e+01,8.53200000000000e+03,0.00000000000000e+00
6.80000000000000e+01,7.92200000000000e+03,0.00000000000000e+00
6.50000000000000e+01,6.04000000000000e+03,9.00000000000000e+00
8.40000000000000e+01,8.65800000000000e+03,0.00000000000000e+00
